"","Id","SalePrice","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","MSZoning","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition"
"563",634,139400,20,9250,5,7,1954,2005,0,480,468,108,1056,1056,0,0,1056,0,1,1,0,3,1,6,0,1954,1,260,390,0,0,0,0,0,0,7,2007,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","BLQ","LwQ","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"564",635,144000,90,6979,6,5,1980,1980,0,1056,0,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,1980,2,576,264,56,0,0,0,0,600,6,2010,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"565",638,93000,190,6000,5,4,1954,1954,0,0,0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,1954,1,256,0,0,0,0,0,0,0,11,2009,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","FuseA","Gd","Typ","BuiltIn","Unf","TA","TA","Y","WD","Normal"
"566",640,264561,120,3982,8,5,2006,2006,0,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,2006,3,648,312,0,0,0,0,0,0,10,2006,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","Hip","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","TA","Y","New","Partial"
"567",641,274000,120,12677,8,5,2003,2004,472,1218,0,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,2003,2,588,185,140,0,0,0,0,0,4,2008,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"568",642,226000,60,7050,7,5,2001,2001,0,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2001,2,650,0,235,0,0,0,0,0,5,2007,"FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"569",643,345000,80,13860,8,7,1972,1995,0,1410,0,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,1972,2,538,269,111,0,0,0,0,0,7,2009,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","Gable","CompShg","Plywood","Wd Sdng","None","Gd","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"570",644,152000,60,10793,5,5,1969,1969,263,493,287,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,1969,2,462,208,0,0,0,0,0,0,4,2007,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story","Mansard","CompShg","WdShing","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","BLQ","GasA","Ex","Y","SBrkr","TA","Min1","Attchd","Fin","TA","TA","Y","WD","Normal"
"571",645,370878,20,9187,9,5,2009,2009,162,1121,0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,2009,3,478,195,130,0,0,0,0,0,10,2009,"FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","CemntBd","CmentBd","Stone","Ex","TA","PConc","Ex","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","TA","Y","New","Partial"
"572",646,143250,20,10530,6,5,1971,1971,0,282,35,664,981,981,0,0,981,1,0,1,1,3,1,5,0,1979,2,576,0,312,40,0,0,0,0,3,2007,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","LwQ","GasA","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"573",648,155000,20,10452,6,5,1953,1953,216,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,1953,2,495,0,0,0,0,287,0,0,6,2008,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","Stone","TA","TA","CBlock","TA","TA","Mn","Rec","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"574",649,155000,60,7700,6,5,1966,1966,351,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,1966,2,442,0,124,216,0,0,0,0,6,2010,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"575",652,108000,70,9084,4,5,1940,1950,0,0,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,1940,1,296,120,0,0,0,0,0,0,10,2009,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","Mn","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Detchd","Unf","Fa","Po","P","WD","Normal"
"576",653,191000,60,8750,7,5,1996,1996,0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,1996,2,512,0,120,0,0,0,0,0,7,2009,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"577",654,135000,50,10320,6,7,1906,1995,0,0,0,756,756,756,713,0,1469,0,0,1,0,3,1,7,0,1906,1,216,57,0,239,0,0,0,0,6,2008,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"578",655,350000,20,10437,8,6,1995,1995,660,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,1995,3,839,236,46,0,0,0,0,0,8,2008,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Gd","Gd","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"579",656,88000,160,1680,6,5,1971,1971,381,0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,1971,1,264,0,0,0,0,0,0,0,3,2010,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","Gable","CompShg","HdBoard","ImStucc","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Family"
"580",657,145500,20,10007,5,7,1959,2006,54,806,0,247,1053,1053,0,0,1053,1,0,1,1,3,1,5,0,1959,1,312,0,0,0,0,0,0,0,8,2008,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"581",658,149000,70,7200,7,6,1931,2000,0,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1931,1,270,0,0,112,0,0,0,0,2,2008,"RL","Pave","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story","Gable","CompShg","Stucco","Wd Shng","None","TA","Fa","BrkTil","Gd","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","P","WD","Normal"
"582",659,97500,50,17503,6,5,1948,1950,0,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1948,1,330,192,0,0,0,0,0,0,1,2010,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Abnorml"
"583",660,167000,20,9937,5,7,1964,1999,0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,1968,2,480,0,0,0,0,0,0,0,3,2009,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","None","TA","Gd","PConc","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Detchd","Fin","TA","TA","Y","WD","Normal"
"584",661,197900,60,12384,7,7,1976,1976,233,0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,1976,2,550,0,113,252,0,0,0,0,11,2007,"RL","Pave","Reg","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"585",662,402000,60,46589,8,7,1994,2005,528,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,1994,3,711,517,76,0,0,0,0,0,7,2009,"RL","Pave","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","Gd","No","GLQ","Rec","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"586",663,110000,20,13560,6,3,1968,1968,216,0,0,1392,1392,1392,0,0,1392,1,0,1,0,2,1,5,2,1968,2,576,0,0,240,0,0,0,0,7,2009,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","Fa","Fa","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Maj2","Attchd","RFn","TA","TA","Y","WD","Normal"
"587",664,137500,85,10012,4,5,1972,1972,0,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,1974,2,588,0,0,180,0,0,0,0,4,2008,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SFoyer","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","Av","BLQ","Rec","GasA","TA","Y","SBrkr","TA","Typ","Detchd","RFn","TA","TA","Y","WD","Normal"
"588",665,423000,20,20896,8,5,2005,2006,0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,2005,3,1134,192,267,0,0,0,0,0,1,2006,"RL","Pave","IR2","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","TA","Y","New","Partial"
"589",666,230500,60,11194,8,5,2000,2000,40,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2000,2,504,188,124,0,0,0,0,0,11,2006,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"590",668,193500,20,8125,6,5,1994,1998,258,1138,0,270,1408,1679,0,0,1679,1,0,2,0,3,1,7,1,1994,2,575,224,42,0,0,0,0,0,10,2008,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"591",669,168000,20,14175,5,6,1956,1987,0,988,0,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,1999,2,576,304,0,0,0,0,0,0,11,2006,"RL","Pave","Reg","Bnk","AllPub","Corner","Mod","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","CemntBd","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Gd","Y","SBrkr","TA","Min2","Detchd","Unf","TA","TA","Y","WD","Normal"
"592",670,137500,30,11600,4,5,1922,1950,0,0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,1922,1,252,0,0,67,0,0,0,0,7,2006,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Fa","Typ","Detchd","Unf","TA","Fa","Y","WD","Normal"
"593",671,173500,60,8633,6,5,2005,2005,0,193,0,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,2005,2,540,100,35,0,0,0,0,0,2,2009,"RL","Pave","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"594",672,103600,70,6629,6,6,1925,1950,0,551,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1930,1,300,147,0,0,0,0,0,0,7,2009,"RH","Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story","Gambrel","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","TA","TA","No","BLQ","Unf","GasA","TA","N","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"595",673,165000,20,11250,6,6,1977,1977,0,767,0,441,1208,1208,0,0,1208,1,0,1,1,3,1,6,1,1977,2,546,198,42,0,0,0,0,0,6,2006,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","None","Gd","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"596",674,257500,20,14442,6,7,1957,2004,106,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,1957,2,416,0,87,0,0,200,0,0,6,2007,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story","Hip","CompShg","CemntBd","CmentBd","BrkFace","TA","TA","PConc","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"597",675,140000,20,9200,6,6,1965,1965,0,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,1965,1,384,426,0,0,0,0,0,0,7,2008,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"598",676,148500,160,2289,6,6,1978,1978,0,311,0,544,855,855,586,0,1441,0,0,2,1,3,1,7,1,1978,2,440,28,0,0,0,0,0,0,4,2009,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story","Gable","CompShg","Plywood","Brk Cmn","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"599",677,87000,70,9600,4,2,1900,1950,0,0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,2,8,0,1920,3,779,0,0,90,0,0,0,0,5,2006,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","AsbShng","Stucco","None","TA","TA","BrkTil","TA","Fa","No","Unf","Unf","GasW","Fa","N","SBrkr","TA","Min2","2Types","Unf","Fa","Fa","N","WD","Normal"
"600",678,109500,30,9022,5,8,1924,2006,0,0,0,768,768,792,0,0,792,0,0,1,0,2,1,5,0,1924,1,240,316,0,120,0,0,0,0,5,2009,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Detchd","Unf","Fa","Fa","N","WD","Normal"
"601",679,372500,20,11844,8,5,2008,2008,464,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,2008,3,834,322,82,0,0,0,0,0,7,2009,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Mn","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","New","Partial"
"602",680,128500,20,9945,5,5,1961,1961,57,827,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,1963,2,572,0,0,0,0,0,0,0,10,2007,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"603",681,143000,120,8012,6,5,1980,1980,0,543,119,261,923,923,0,0,923,0,0,2,0,2,1,5,1,1980,1,264,80,0,0,0,0,0,0,5,2010,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","No","BLQ","BLQ","GasA","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"604",682,159434,50,4500,5,5,1932,2000,0,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1968,1,281,0,0,56,0,0,0,0,7,2009,"RH","Pave","IR2","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","Stucco","None","TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Abnorml"
"605",683,173000,120,2887,6,5,1996,1997,0,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,1996,2,431,307,0,0,0,0,0,0,11,2008,"RL","Pave","Reg","HLS","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"606",684,285000,20,11248,9,5,2002,2002,215,1059,0,567,1626,1668,0,0,1668,1,0,2,0,3,1,7,1,2002,3,702,257,45,0,0,0,0,0,7,2007,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"607",685,221000,60,16770,7,5,1998,1998,30,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,1998,2,486,0,81,0,0,0,0,0,6,2010,"RL","Pave","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"608",686,207500,160,5062,7,5,1984,1984,0,828,182,180,1190,1190,900,0,2090,1,0,2,0,3,1,6,1,1984,2,577,219,0,0,0,0,0,0,9,2007,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","TwnhsE","2Story","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","CBlock","Gd","TA","Mn","GLQ","LwQ","GasA","Gd","Y","SBrkr","Gd","Min1","Attchd","Fin","TA","TA","Y","WD","Normal"
"609",687,227875,60,10207,7,6,2007,2007,0,0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2007,2,578,144,105,0,0,0,0,0,8,2007,"FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","New","Partial"
"610",688,148800,160,5105,7,5,2004,2004,0,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2004,2,480,0,60,0,0,0,0,0,3,2007,"FV","Pave","IR2","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"611",689,392000,20,8089,8,6,2007,2007,0,945,0,474,1419,1419,0,0,1419,1,0,2,0,2,1,7,1,2007,2,567,140,0,0,0,0,0,0,10,2007,"RL","Pave","Reg","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","New","Partial"
"612",690,194700,120,7577,6,5,2005,2006,256,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2005,2,460,192,28,0,0,0,0,0,6,2007,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"613",691,141000,120,4426,6,5,2004,2004,147,697,0,151,848,848,0,0,848,1,0,1,0,1,1,3,1,2004,2,420,149,0,0,0,0,0,0,5,2008,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"614",692,755000,60,21535,10,6,1994,1995,1170,1455,0,989,2444,2444,1872,0,4316,0,1,3,1,4,1,10,2,1994,3,832,382,50,0,0,0,0,0,1,2007,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","WdShngl","HdBoard","HdBoard","BrkFace","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"615",693,335000,60,26178,7,5,1989,1990,293,965,0,245,1210,1238,1281,0,2519,1,0,2,1,4,1,9,2,1989,2,628,320,27,0,0,0,0,0,4,2006,"RL","Pave","IR1","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","2Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"616",694,108480,30,5400,5,6,1921,1968,0,0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,1,4,0,1968,1,326,0,0,112,0,0,0,0,12,2006,"RL","Pave","Reg","Lvl","AllPub","Corner","Sev","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Abnorml"
"617",695,141500,50,6120,5,6,1936,1950,0,0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,1995,2,576,112,0,0,0,0,0,0,4,2009,"RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Fa","BrkTil","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
